date,state,fips,new,value,type,growth
2020-03-13,Maryland,24,0,0,deaths,
2020-03-13,Massachusetts,25,15,123,cases,0.1388888888888889
2020-03-13,Massachusetts,25,0,0,deaths,
2020-03-13,Michigan,26,13,25,cases,1.0833333333333333
2020-03-13,Michigan,26,0,0,deaths,
2020-03-13,Minnesota,27,5,14,cases,0.5555555555555556
2020-03-13,Minnesota,27,0,0,deaths,
2020-03-13,Mississippi,28,5,6,cases,5.0
2020-03-13,Mississippi,28,0,0,deaths,
2020-03-13,Missouri,29,2,4,cases,1.0
2020-03-13,Missouri,29,0,0,deaths,
2020-03-13,Nebraska,31,3,27,cases,0.125
2020-03-13,Nebraska,31,0,0,deaths,
2020-03-13,Nevada,32,8,19,cases,0.7272727272727273
2020-03-13,Nevada,32,0,0,deaths,
2020-03-13,New Hampshire,33,1,7,cases,0.16666666666666666
2020-03-13,New Hampshire,33,0,0,deaths,
2020-03-13,New Jersey,34,21,50,cases,0.7241379310344828
2020-03-13,New Jersey,34,0,1,deaths,0.0
2020-03-13,New Mexico,35,4,10,cases,0.6666666666666666
2020-03-13,New Mexico,35,0,0,deaths,
2020-03-13,New York,36,95,421,cases,0.29141104294478526
2020-03-13,New York,36,0,0,deaths,
2020-03-13,North Carolina,37,2,18,cases,0.125
2020-03-13,North Carolina,37,0,0,deaths,
2020-03-13,North Dakota,38,0,1,cases,0.0
2020-03-13,North Dakota,38,0,0,deaths,
2020-03-13,Ohio,39,8,13,cases,1.6
2020-03-13,Ohio,39,0,0,deaths,
2020-03-13,Oklahoma,40,1,3,cases,0.5
2020-03-13,Oklahoma,40,0,0,deaths,
2020-03-13,Oregon,41,0,30,cases,0.0
2020-03-13,Oregon,41,0,0,deaths,
2020-03-13,Pennsylvania,42,19,41,cases,0.8636363636363636
2020-03-13,Pennsylvania,42,0,0,deaths,
2020-03-13,Rhode Island,44,15,20,cases,3.0
2020-03-13,Rhode Island,44,0,0,deaths,
2020-03-13,South Carolina,45,1,13,cases,0.08333333333333333
2020-03-13,South Carolina,45,0,0,deaths,
2020-03-13,South Dakota,46,1,9,cases,0.125
2020-03-13,South Dakota,46,0,1,deaths,0.0
2020-03-13,Tennessee,47,8,26,cases,0.4444444444444444
2020-03-13,Tennessee,47,0,0,deaths,
2020-03-13,Texas,48,17,58,cases,0.4146341463414634
2020-03-13,Texas,48,0,0,deaths,
2020-03-13,Utah,49,0,7,cases,0.0
2020-03-13,Utah,49,0,0,deaths,
2020-03-13,Vermont,50,0,2,cases,0.0
2020-03-13,Vermont,50,0,0,deaths,
2020-03-13,Virginia,51,13,30,cases,0.7647058823529411
2020-03-13,Virginia,51,0,0,deaths,
2020-03-13,Washington,53,92,511,cases,0.21957040572792363
2020-03-13,Washington,53,5,37,deaths,0.15625
2020-03-13,Wisconsin,55,11,19,cases,1.375
2020-03-13,Wisconsin,55,0,0,deaths,
2020-03-13,Wyoming,56,1,2,cases,1.0
2020-03-13,Wyoming,56,0,0,deaths,
2020-03-14,Alabama,1,6,12,cases,1.0
2020-03-14,Alabama,1,0,0,deaths,
2020-03-14,Alaska,2,0,1,cases,0.0
2020-03-14,Alaska,2,0,0,deaths,
2020-03-14,Arizona,4,3,12,cases,0.3333333333333333
2020-03-14,Arizona,4,0,0,deaths,
2020-03-14,Arkansas,5,2,9,cases,0.2857142857142857
2020-03-14,Arkansas,5,0,0,deaths,
2020-03-14,California,6,61,381,cases,0.190625
2020-03-14,California,6,0,5,deaths,0.0
2020-03-14,Colorado,8,25,103,cases,0.32051282051282054
2020-03-14,Colorado,8,0,2,deaths,0.0
2020-03-14,Connecticut,9,9,20,cases,0.8181818181818182
2020-03-14,Connecticut,9,0,0,deaths,
2020-03-14,Delaware,10,0,4,cases,0.0
2020-03-14,Delaware,10,0,0,deaths,
2020-03-14,District of Columbia,11,6,16,cases,0.6
2020-03-14,District of Columbia,11,0,0,deaths,
2020-03-14,Florida,12,0,70,cases,0.0
2020-03-14,Florida,12,1,3,deaths,0.5
2020-03-14,Georgia,13,24,65,cases,0.5853658536585366
2020-03-14,Georgia,13,0,1,deaths,0.0
2020-03-14,Hawaii,15,2,4,cases,1.0
2020-03-14,Hawaii,15,0,0,deaths,
2020-03-14,Idaho,16,4,5,cases,4.0
2020-03-14,Idaho,16,0,0,deaths,
2020-03-14,Illinois,17,20,66,cases,0.43478260869565216
2020-03-14,Illinois,17,0,0,deaths,
2020-03-14,Indiana,18,3,15,cases,0.25
2020-03-14,Indiana,18,0,0,deaths,
2020-03-14,Iowa,19,1,18,cases,0.058823529411764705
2020-03-14,Iowa,19,0,0,deaths,
2020-03-14,Kansas,20,2,8,cases,0.3333333333333333
2020-03-14,Kansas,20,0,1,deaths,0.0
2020-03-14,Kentucky,21,7,18,cases,0.6363636363636364
2020-03-14,Kentucky,21,0,0,deaths,
2020-03-14,Louisiana,22,41,77,cases,1.1388888888888888
2020-03-14,Louisiana,22,1,1,deaths,
2020-03-14,Maine,23,1,3,cases,0.5
2020-03-14,Maine,23,0,0,deaths,
2020-03-14,Maryland,24,9,27,cases,0.5
2020-03-14,Maryland,24,0,0,deaths,
2020-03-14,Massachusetts,25,15,138,cases,0.12195121951219512
2020-03-14,Massachusetts,25,0,0,deaths,
2020-03-14,Michigan,26,8,33,cases,0.32
2020-03-14,Michigan,26,0,0,deaths,
2020-03-14,Minnesota,27,7,21,cases,0.5
2020-03-14,Minnesota,27,0,0,deaths,
2020-03-14,Mississippi,28,0,6,cases,0.0
2020-03-14,Mississippi,28,0,0,deaths,
2020-03-14,Missouri,29,1,5,cases,0.25
2020-03-14,Missouri,29,0,0,deaths,
2020-03-14,Montana,30,2,6,cases,0.5
2020-03-14,Montana,30,0,0,deaths,
2020-03-14,Nebraska,31,2,29,cases,0.07407407407407407
2020-03-14,Nebraska,31,0,0,deaths,
2020-03-14,Nevada,32,2,21,cases,0.10526315789473684
2020-03-14,Nevada,32,0,0,deaths,
2020-03-14,New Hampshire,33,0,7,cases,0.0
2020-03-14,New Hampshire,33,0,0,deaths,
2020-03-14,New Jersey,34,25,75,cases,0.5
2020-03-14,New Jersey,34,1,2,deaths,1.0
2020-03-14,New Mexico,35,3,13,cases,0.3
2020-03-14,New Mexico,35,0,0,deaths,
2020-03-14,New York,36,189,610,cases,0.4489311163895487
2020-03-14,New York,36,2,2,deaths,
2020-03-14,North Carolina,37,7,25,cases,0.3888888888888889
2020-03-14,North Carolina,37,0,0,deaths,
2020-03-14,North Dakota,38,0,1,cases,0.0
2020-03-14,North Dakota,38,0,0,deaths,
2020-03-14,Ohio,39,13,26,cases,1.0
2020-03-14,Ohio,39,0,0,deaths,
2020-03-14,Oklahoma,40,1,4,cases,0.3333333333333333
2020-03-14,Oklahoma,40,0,0,deaths,
2020-03-14,Oregon,41,6,36,cases,0.2
2020-03-14,Oregon,41,1,1,deaths,
2020-03-14,Pennsylvania,42,6,47,cases,0.14634146341463414
2020-03-14,Pennsylvania,42,0,0,deaths,
2020-03-14,Puerto Rico,72,1,4,cases,0.3333333333333333
2020-03-14,Puerto Rico,72,0,0,deaths,
2020-03-14,Rhode Island,44,0,20,cases,0.0
2020-03-14,Rhode Island,44,0,0,deaths,
2020-03-14,South Carolina,45,6,19,cases,0.46153846153846156
2020-03-14,South Carolina,45,0,0,deaths,
2020-03-14,South Dakota,46,0,9,cases,0.0
2020-03-14,South Dakota,46,0,1,deaths,0.0
2020-03-14,Tennessee,47,6,32,cases,0.23076923076923078
2020-03-14,Tennessee,47,0,0,deaths,
2020-03-14,Texas,48,11,69,cases,0.1896551724137931
2020-03-14,Texas,48,0,0,deaths,
2020-03-14,Utah,49,14,21,cases,2.0
2020-03-14,Utah,49,0,0,deaths,
2020-03-14,Vermont,50,3,5,cases,1.5
2020-03-14,Vermont,50,0,0,deaths,
2020-03-14,Virginia,51,12,42,cases,0.4
2020-03-14,Virginia,51,1,1,deaths,
2020-03-14,Washington,53,98,609,cases,0.1917808219178082
2020-03-14,Washington,53,3,40,deaths,0.08108108108108109
2020-03-14,Wisconsin,55,8,27,cases,0.42105263157894735
2020-03-14,Wisconsin,55,0,0,deaths,
2020-03-14,Wyoming,56,1,3,cases,0.5
2020-03-14,Wyoming,56,0,0,deaths,
2020-03-15,Alabama,1,11,23,cases,0.9166666666666666
2020-03-15,Alabama,1,0,0,deaths,
2020-03-15,Alaska,2,0,1,cases,0.0
2020-03-15,Alaska,2,0,0,deaths,
2020-03-15,Arizona,4,1,13,cases,0.08333333333333333
2020-03-15,Arizona,4,0,0,deaths,
2020-03-15,Arkansas,5,7,16,cases,0.7777777777777778
2020-03-15,Arkansas,5,0,0,deaths,
2020-03-15,California,6,97,478,cases,0.2545931758530184
2020-03-15,California,6,1,6,deaths,0.2
2020-03-15,Colorado,8,33,136,cases,0.32038834951456313
2020-03-15,Colorado,8,0,2,deaths,0.0
2020-03-15,Connecticut,9,6,26,cases,0.3
2020-03-15,Connecticut,9,0,0,deaths,
2020-03-15,Delaware,10,3,7,cases,0.75
2020-03-15,Delaware,10,0,0,deaths,
2020-03-15,District of Columbia,11,1,17,cases,0.0625
2020-03-15,District of Columbia,11,0,0,deaths,
2020-03-15,Florida,12,39,109,cases,0.5571428571428572
2020-03-15,Florida,12,0,3,deaths,0.0
2020-03-15,Georgia,13,32,97,cases,0.49230769230769234
2020-03-15,Georgia,13,0,1,deaths,0.0
2020-03-15,Hawaii,15,3,7,cases,0.75
2020-03-15,Hawaii,15,0,0,deaths,
2020-03-15,Idaho,16,0,5,cases,0.0
2020-03-15,Idaho,16,0,0,deaths,
2020-03-15,Illinois,17,28,94,cases,0.42424242424242425
2020-03-15,Illinois,17,0,0,deaths,
2020-03-15,Indiana,18,4,19,cases,0.26666666666666666
2020-03-15,Indiana,18,0,0,deaths,
2020-03-15,Iowa,19,4,22,cases,0.2222222222222222
2020-03-15,Iowa,19,0,0,deaths,
2020-03-15,Kansas,20,1,9,cases,0.125
2020-03-15,Kansas,20,0,1,deaths,0.0
2020-03-15,Kentucky,21,3,21,cases,0.16666666666666666
2020-03-15,Kentucky,21,0,0,deaths,
2020-03-15,Louisiana,22,26,103,cases,0.33766233766233766
2020-03-15,Louisiana,22,1,2,deaths,1.0
2020-03-15,Maine,23,9,12,cases,3.0
2020-03-15,Maine,23,0,0,deaths,
2020-03-15,Maryland,24,5,32,cases,0.18518518518518517
2020-03-15,Maryland,24,0,0,deaths,
2020-03-15,Massachusetts,25,26,164,cases,0.18840579710144928
2020-03-15,Massachusetts,25,0,0,deaths,
2020-03-15,Michigan,26,20,53,cases,0.6060606060606061
2020-03-15,Michigan,26,0,0,deaths,
2020-03-15,Minnesota,27,14,35,cases,0.6666666666666666
2020-03-15,Minnesota,27,0,0,deaths,
2020-03-15,Mississippi,28,4,10,cases,0.6666666666666666
2020-03-15,Mississippi,28,0,0,deaths,
2020-03-15,Missouri,29,0,5,cases,0.0
2020-03-15,Missouri,29,0,0,deaths,
2020-03-15,Montana,30,0,6,cases,0.0
2020-03-15,Montana,30,0,0,deaths,
2020-03-15,Nebraska,31,2,31,cases,0.06896551724137931
2020-03-15,Nebraska,31,0,0,deaths,
2020-03-15,Nevada,32,5,26,cases,0.23809523809523808
2020-03-15,Nevada,32,0,0,deaths,
2020-03-15,New Hampshire,33,6,13,cases,0.8571428571428571
2020-03-15,New Hampshire,33,0,0,deaths,
2020-03-15,New Jersey,34,23,98,cases,0.30666666666666664
2020-03-15,New Jersey,34,0,2,deaths,0.0
2020-03-15,New Mexico,35,4,17,cases,0.3076923076923077
2020-03-15,New Mexico,35,0,0,deaths,
2020-03-15,New York,36,122,732,cases,0.2
2020-03-15,New York,36,4,6,deaths,2.0
2020-03-15,North Carolina,37,7,32,cases,0.28
2020-03-15,North Carolina,37,0,0,deaths,
2020-03-15,North Dakota,38,0,1,cases,0.0
2020-03-15,North Dakota,38,0,0,deaths,
2020-03-15,Ohio,39,11,37,cases,0.4230769230769231
2020-03-15,Ohio,39,0,0,deaths,
2020-03-15,Oklahoma,40,4,8,cases,1.0
2020-03-15,Oklahoma,40,0,0,deaths,
2020-03-15,Oregon,41,3,39,cases,0.08333333333333333
2020-03-15,Oregon,41,0,1,deaths,0.0
2020-03-15,Pennsylvania,42,21,68,cases,0.44680851063829785
2020-03-15,Pennsylvania,42,0,0,deaths,
2020-03-15,Puerto Rico,72,1,5,cases,0.25
2020-03-15,Puerto Rico,72,0,0,deaths,
2020-03-15,Rhode Island,44,0,20,cases,0.0
2020-03-15,Rhode Island,44,0,0,deaths,
2020-03-15,South Carolina,45,9,28,cases,0.47368421052631576
2020-03-15,South Carolina,45,0,0,deaths,
2020-03-15,South Dakota,46,0,9,cases,0.0
2020-03-15,South Dakota,46,0,1,deaths,0.0
2020-03-15,Tennessee,47,7,39,cases,0.21875
2020-03-15,Tennessee,47,0,0,deaths,
2020-03-15,Texas,48,11,80,cases,0.15942028985507245
2020-03-15,Texas,48,0,0,deaths,
2020-03-15,Utah,49,8,29,cases,0.38095238095238093
2020-03-15,Utah,49,0,0,deaths,
2020-03-15,Vermont,50,3,8,cases,0.6
2020-03-15,Vermont,50,0,0,deaths,
2020-03-15,Virgin Islands,78,0,1,cases,0.0
2020-03-15,Virgin Islands,78,0,0,deaths,
2020-03-15,Virginia,51,3,45,cases,0.07142857142857142
2020-03-15,Virginia,51,0,1,deaths,0.0
2020-03-15,Washington,53,66,675,cases,0.10837438423645321
2020-03-15,Washington,53,2,42,deaths,0.05
2020-03-15,Wisconsin,55,6,33,cases,0.2222222222222222
2020-03-15,Wisconsin,55,0,0,deaths,
2020-03-15,Wyoming,56,0,3,cases,0.0
2020-03-15,Wyoming,56,0,0,deaths,
2020-03-16,Alabama,1,6,29,cases,0.2608695652173913
2020-03-16,Alabama,1,0,0,deaths,
2020-03-16,Alaska,2,2,3,cases,2.0
2020-03-16,Alaska,2,0,0,deaths,
2020-03-16,Arizona,4,5,18,cases,0.38461538461538464
2020-03-16,Arizona,4,0,0,deaths,
2020-03-16,Arkansas,5,6,22,cases,0.375
2020-03-16,Arkansas,5,0,0,deaths,
2020-03-16,California,6,110,588,cases,0.2301255230125523
2020-03-16,California,6,5,11,deaths,0.8333333333333334
2020-03-16,Colorado,8,25,161,cases,0.18382352941176472
2020-03-16,Colorado,8,0,2,deaths,0.0
2020-03-16,Connecticut,9,15,41,cases,0.5769230769230769
2020-03-16,Connecticut,9,0,0,deaths,
2020-03-16,Delaware,10,1,8,cases,0.14285714285714285
2020-03-16,Delaware,10,0,0,deaths,
2020-03-16,District of Columbia,11,5,22,cases,0.29411764705882354
2020-03-16,District of Columbia,11,0,0,deaths,
2020-03-16,Florida,12,32,141,cases,0.29357798165137616
2020-03-16,Florida,12,1,4,deaths,0.3333333333333333
2020-03-16,Georgia,13,21,118,cases,0.21649484536082475
2020-03-16,Georgia,13,0,1,deaths,0.0
2020-03-16,Guam,66,0,3,cases,0.0
2020-03-16,Guam,66,0,0,deaths,
2020-03-16,Hawaii,15,3,10,cases,0.42857142857142855
2020-03-16,Hawaii,15,0,0,deaths,
2020-03-16,Idaho,16,0,5,cases,0.0
2020-03-16,Idaho,16,0,0,deaths,
2020-03-16,Illinois,17,10,104,cases,0.10638297872340426
2020-03-16,Illinois,17,0,0,deaths,
2020-03-16,Indiana,18,5,24,cases,0.2631578947368421
2020-03-16,Indiana,18,1,1,deaths,
2020-03-16,Iowa,19,0,22,cases,0.0
2020-03-16,Iowa,19,0,0,deaths,
2020-03-16,Kansas,20,2,11,cases,0.2222222222222222
2020-03-16,Kansas,20,0,1,deaths,0.0
2020-03-16,Kentucky,21,1,22,cases,0.047619047619047616
2020-03-16,Kentucky,21,1,1,deaths,
2020-03-16,Louisiana,22,34,137,cases,0.3300970873786408
2020-03-16,Louisiana,22,1,3,deaths,0.5
2020-03-16,Maine,23,5,17,cases,0.4166666666666667
2020-03-16,Maine,23,0,0,deaths,
2020-03-16,Maryland,24,7,39,cases,0.21875
2020-03-16,Maryland,24,0,0,deaths,
2020-03-16,Massachusetts,25,33,197,cases,0.20121951219512196
2020-03-16,Massachusetts,25,0,0,deaths,
2020-03-16,Michigan,26,1,54,cases,0.018867924528301886
2020-03-16,Michigan,26,0,0,deaths,
2020-03-16,Minnesota,27,19,54,cases,0.5428571428571428
2020-03-16,Minnesota,27,0,0,deaths,
2020-03-16,Mississippi,28,2,12,cases,0.2
2020-03-16,Mississippi,28,0,0,deaths,
2020-03-16,Missouri,29,4,9,cases,0.8
2020-03-16,Missouri,29,0,0,deaths,
2020-03-16,Montana,30,2,8,cases,0.3333333333333333
2020-03-16,Montana,30,0,0,deaths,
2020-03-16,Nebraska,31,2,33,cases,0.06451612903225806
2020-03-16,Nebraska,31,0,0,deaths,
2020-03-16,Nevada,32,19,45,cases,0.7307692307692307
2020-03-16,Nevada,32,1,1,deaths,
2020-03-16,New Hampshire,33,4,17,cases,0.3076923076923077
2020-03-16,New Hampshire,33,0,0,deaths,
2020-03-16,New Jersey,34,78,176,cases,0.7959183673469388
2020-03-16,New Jersey,34,1,3,deaths,0.5
2020-03-16,New Mexico,35,4,21,cases,0.23529411764705882
2020-03-16,New Mexico,35,0,0,deaths,
2020-03-16,New York,36,218,950,cases,0.2978142076502732
2020-03-16,New York,36,4,10,deaths,0.6666666666666666
2020-03-16,North Carolina,37,2,34,cases,0.0625
2020-03-16,North Carolina,37,0,0,deaths,
2020-03-16,North Dakota,38,0,1,cases,0.0
2020-03-16,North Dakota,38,0,0,deaths,
2020-03-16,Ohio,39,13,50,cases,0.35135135135135137
2020-03-16,Ohio,39,0,0,deaths,
2020-03-16,Oklahoma,40,2,10,cases,0.25
2020-03-16,Oklahoma,40,0,0,deaths,
2020-03-16,Oregon,41,7,46,cases,0.1794871794871795
2020-03-16,Oregon,41,0,1,deaths,0.0
2020-03-16,Pennsylvania,42,13,81,cases,0.19117647058823528
2020-03-16,Pennsylvania,42,0,0,deaths,
2020-03-16,Puerto Rico,72,0,5,cases,0.0
2020-03-16,Puerto Rico,72,0,0,deaths,
2020-03-16,Rhode Island,44,1,21,cases,0.05
2020-03-16,Rhode Island,44,0,0,deaths,
2020-03-16,South Carolina,45,5,33,cases,0.17857142857142858
2020-03-16,South Carolina,45,1,1,deaths,
2020-03-16,South Dakota,46,1,10,cases,0.1111111111111111
2020-03-16,South Dakota,46,0,1,deaths,0.0
2020-03-16,Tennessee,47,13,52,cases,0.3333333333333333
2020-03-16,Tennessee,47,0,0,deaths,
2020-03-16,Texas,48,7,87,cases,0.0875
2020-03-16,Texas,48,1,1,deaths,
2020-03-16,Utah,49,11,40,cases,0.3793103448275862
2020-03-16,Utah,49,0,0,deaths,
2020-03-16,Vermont,50,4,12,cases,0.5
2020-03-16,Vermont,50,0,0,deaths,
2020-03-16,Virgin Islands,78,1,2,cases,1.0
2020-03-16,Virgin Islands,78,0,0,deaths,
2020-03-16,Virginia,51,6,51,cases,0.13333333333333333
2020-03-16,Virginia,51,0,1,deaths,0.0
2020-03-16,Washington,53,119,794,cases,0.17629629629629628
2020-03-16,Washington,53,6,48,deaths,0.14285714285714285
2020-03-16,Wisconsin,55,14,47,cases,0.42424242424242425
2020-03-16,Wisconsin,55,0,0,deaths,
2020-03-16,Wyoming,56,7,10,cases,2.3333333333333335
2020-03-16,Wyoming,56,0,0,deaths,
2020-03-17,Alabama,1,10,39,cases,0.3448275862068966
2020-03-17,Alabama,1,0,0,deaths,
2020-03-17,Alaska,2,3,6,cases,1.0
2020-03-17,Alaska,2,0,0,deaths,
2020-03-17,Arizona,4,2,20,cases,0.1111111111111111
2020-03-17,Arizona,4,0,0,deaths,
2020-03-17,Arkansas,5,0,22,cases,0.0
2020-03-17,Arkansas,5,0,0,deaths,
2020-03-17,California,6,144,732,cases,0.24489795918367346
2020-03-17,California,6,3,14,deaths,0.2727272727272727
2020-03-17,Colorado,8,22,183,cases,0.13664596273291926
2020-03-17,Colorado,8,1,3,deaths,0.5
2020-03-17,Connecticut,9,27,68,cases,0.6585365853658537
2020-03-17,Connecticut,9,0,0,deaths,
2020-03-17,Delaware,10,8,16,cases,1.0
2020-03-17,Delaware,10,0,0,deaths,
2020-03-17,District of Columbia,11,9,31,cases,0.4090909090909091
2020-03-17,District of Columbia,11,0,0,deaths,
2020-03-17,Florida,12,69,210,cases,0.48936170212765956
2020-03-17,Florida,12,2,6,deaths,0.5
2020-03-17,Georgia,13,24,142,cases,0.2033898305084746
2020-03-17,Georgia,13,0,1,deaths,0.0
2020-03-17,Guam,66,0,3,cases,0.0
2020-03-17,Guam,66,0,0,deaths,
2020-03-17,Hawaii,15,4,14,cases,0.4
2020-03-17,Hawaii,15,0,0,deaths,
2020-03-17,Idaho,16,4,9,cases,0.8
2020-03-17,Idaho,16,0,0,deaths,
2020-03-17,Illinois,17,55,159,cases,0.5288461538461539
2020-03-17,Illinois,17,1,1,deaths,
2020-03-17,Indiana,18,6,30,cases,0.25
2020-03-17,Indiana,18,1,2,deaths,1.0
2020-03-17,Iowa,19,7,29,cases,0.3181818181818182
2020-03-17,Iowa,19,0,0,deaths,
2020-03-17,Kansas,20,6,17,cases,0.5454545454545454
2020-03-17,Kansas,20,0,1,deaths,0.0
2020-03-17,Kentucky,21,4,26,cases,0.18181818181818182
2020-03-17,Kentucky,21,0,1,deaths,0.0
2020-03-17,Louisiana,22,59,196,cases,0.4306569343065693
2020-03-17,Louisiana,22,2,5,deaths,0.6666666666666666
2020-03-17,Maine,23,15,32,cases,0.8823529411764706
2020-03-17,Maine,23,0,0,deaths,
2020-03-17,Maryland,24,18,57,cases,0.46153846153846156
2020-03-17,Maryland,24,0,0,deaths,
2020-03-17,Massachusetts,25,21,218,cases,0.1065989847715736
2020-03-17,Massachusetts,25,0,0,deaths,
2020-03-17,Michigan,26,11,65,cases,0.2037037037037037
2020-03-17,Michigan,26,0,0,deaths,
2020-03-17,Minnesota,27,6,60,cases,0.1111111111111111
2020-03-17,Minnesota,27,0,0,deaths,
2020-03-17,Mississippi,28,9,21,cases,0.75
2020-03-17,Mississippi,28,0,0,deaths,
2020-03-17,Missouri,29,7,16,cases,0.7777777777777778
2020-03-17,Missouri,29,0,0,deaths,
2020-03-17,Montana,30,0,8,cases,0.0
2020-03-17,Montana,30,0,0,deaths,
2020-03-17,Nebraska,31,3,36,cases,0.09090909090909091
2020-03-17,Nebraska,31,0,0,deaths,
2020-03-17,Nevada,32,10,55,cases,0.2222222222222222
2020-03-17,Nevada,32,0,1,deaths,0.0
2020-03-17,New Hampshire,33,9,26,cases,0.5294117647058824
2020-03-17,New Hampshire,33,0,0,deaths,
2020-03-17,New Jersey,34,92,268,cases,0.5227272727272727
2020-03-17,New Jersey,34,0,3,deaths,0.0
2020-03-17,New Mexico,35,2,23,cases,0.09523809523809523
2020-03-17,New Mexico,35,0,0,deaths,
2020-03-17,New York,36,424,1374,cases,0.4463157894736842
2020-03-17,New York,36,7,17,deaths,0.7
2020-03-17,North Carolina,37,8,42,cases,0.23529411764705882
2020-03-17,North Carolina,37,0,0,deaths,
2020-03-17,North Dakota,38,4,5,cases,4.0
2020-03-17,North Dakota,38,0,0,deaths,
2020-03-17,Ohio,39,17,67,cases,0.34
2020-03-17,Ohio,39,0,0,deaths,
2020-03-17,Oklahoma,40,8,18,cases,0.8
2020-03-17,Oklahoma,40,0,0,deaths,
2020-03-17,Oregon,41,20,66,cases,0.43478260869565216
2020-03-17,Oregon,41,1,2,deaths,1.0
2020-03-17,Pennsylvania,42,20,101,cases,0.24691358024691357
2020-03-17,Pennsylvania,42,0,0,deaths,
2020-03-17,Puerto Rico,72,0,5,cases,0.0
2020-03-17,Puerto Rico,72,0,0,deaths,
2020-03-17,Rhode Island,44,2,23,cases,0.09523809523809523
2020-03-17,Rhode Island,44,0,0,deaths,
2020-03-17,South Carolina,45,14,47,cases,0.42424242424242425
2020-03-17,South Carolina,45,0,1,deaths,0.0
2020-03-17,South Dakota,46,1,11,cases,0.1
2020-03-17,South Dakota,46,0,1,deaths,0.0
2020-03-17,Tennessee,47,21,73,cases,0.40384615384615385
2020-03-17,Tennessee,47,0,0,deaths,
2020-03-17,Texas,48,19,106,cases,0.21839080459770116
2020-03-17,Texas,48,0,1,deaths,0.0
2020-03-17,Utah,49,11,51,cases,0.275
2020-03-17,Utah,49,0,0,deaths,
2020-03-17,Vermont,50,2,14,cases,0.16666666666666666
2020-03-17,Vermont,50,0,0,deaths,
2020-03-17,Virgin Islands,78,0,2,cases,0.0
2020-03-17,Virgin Islands,78,0,0,deaths,
2020-03-17,Virginia,51,16,67,cases,0.3137254901960784
2020-03-17,Virginia,51,1,2,deaths,1.0
2020-03-17,Washington,53,114,908,cases,0.14357682619647355
2020-03-17,Washington,53,6,54,deaths,0.125
2020-03-17,Wisconsin,55,25,72,cases,0.5319148936170213
2020-03-17,Wisconsin,55,0,0,deaths,
2020-03-17,Wyoming,56,5,15,cases,0.5
2020-03-17,Wyoming,56,0,0,deaths,
2020-03-18,Alabama,1,12,51,cases,0.3076923076923077
2020-03-18,Alabama,1,0,0,deaths,
2020-03-18,Alaska,2,3,9,cases,0.5
2020-03-18,Alaska,2,0,0,deaths,
2020-03-18,Arizona,4,8,28,cases,0.4
2020-03-18,Arizona,4,0,0,deaths,
2020-03-18,Arkansas,5,11,33,cases,0.5
2020-03-18,Arkansas,5,0,0,deaths,
2020-03-18,California,6,161,893,cases,0.21994535519125682
2020-03-18,California,6,3,17,deaths,0.21428571428571427
2020-03-18,Colorado,8,33,216,cases,0.18032786885245902
2020-03-18,Colorado,8,0,3,deaths,0.0
2020-03-18,Connecticut,9,28,96,cases,0.4117647058823529
2020-03-18,Connecticut,9,1,1,deaths,
2020-03-18,Delaware,10,10,26,cases,0.625
2020-03-18,Delaware,10,0,0,deaths,
2020-03-18,District of Columbia,11,5,36,cases,0.16129032258064516
2020-03-18,District of Columbia,11,0,0,deaths,
2020-03-18,Florida,12,116,326,cases,0.5523809523809524
2020-03-18,Florida,12,1,7,deaths,0.16666666666666666
2020-03-18,Georgia,13,51,193,cases,0.3591549295774648
2020-03-18,Georgia,13,2,3,deaths,2.0
2020-03-18,Guam,66,5,8,cases,1.6666666666666667
2020-03-18,Guam,66,0,0,deaths,
2020-03-18,Hawaii,15,2,16,cases,0.14285714285714285
2020-03-18,Hawaii,15,0,0,deaths,
2020-03-18,Idaho,16,2,11,cases,0.2222222222222222
2020-03-18,Idaho,16,0,0,deaths,
2020-03-18,Illinois,17,127,286,cases,0.7987421383647799
2020-03-18,Illinois,17,0,1,deaths,0.0
2020-03-18,Indiana,18,9,39,cases,0.3
2020-03-18,Indiana,18,0,2,deaths,0.0
2020-03-18,Iowa,19,9,38,cases,0.3103448275862069
2020-03-18,Iowa,19,0,0,deaths,
2020-03-18,Kansas,20,5,22,cases,0.29411764705882354
2020-03-18,Kansas,20,0,1,deaths,0.0
2020-03-18,Kentucky,21,9,35,cases,0.34615384615384615
2020-03-18,Kentucky,21,0,1,deaths,0.0
2020-03-18,Louisiana,22,84,280,cases,0.42857142857142855
2020-03-18,Louisiana,22,2,7,deaths,0.4
2020-03-18,Maine,23,11,43,cases,0.34375
2020-03-18,Maine,23,0,0,deaths,
2020-03-18,Maryland,24,28,85,cases,0.49122807017543857
2020-03-18,Maryland,24,1,1,deaths,
2020-03-18,Massachusetts,25,38,256,cases,0.1743119266055046
2020-03-18,Massachusetts,25,0,0,deaths,
2020-03-18,Michigan,26,15,80,cases,0.23076923076923078
2020-03-18,Michigan,26,1,1,deaths,
2020-03-18,Minnesota,27,17,77,cases,0.2833333333333333
2020-03-18,Minnesota,27,0,0,deaths,
2020-03-18,Mississippi,28,13,34,cases,0.6190476190476191
2020-03-18,Mississippi,28,0,0,deaths,
2020-03-18,Missouri,29,5,21,cases,0.3125
2020-03-18,Missouri,29,1,1,deaths,
